MOLECULE,OUTCOME,,,
O=C(NCC1=CC=CC=C1)N(C1=CC=C(Br)C=C1)C1CCN(CC2=CC=NC=C2)CC1,5.63638802,3.36361198,2310.000001,1
O=C(NCC1=CC=C(F)C=C1)N(C1=CC=C(Cl)C=C1)C1CCN(CC2=CC=NC=C2)CC1,5.419075024,3.580924976,3810.000003,1
O=C(NCC1=CC=CC=C1)N(C1=CC=C(Br)C=C1)C1CCN(CC2=CN=NC=C2)CC1,4.860120914,4.139879086,13799.99999,0
O=C(NCC1=CC=C(F)C=C1)N(C1=CC=C(Cl)C=C1)C1CCN(CC2=CN=NC=C2)CC1,4.920818754,4.079181246,12000,0
O=C(OC1=CC=C(OCC2=CC=CC=C2)C=C1)N(NC1=CC=CC=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,5.017728767,3.982271233,9599.999999,1
O=C(C1=CC=CC=C1OC1=CC=CC=C1)N(C1CCC1)[C@H]1CCNC1,5.530177984,3.469822016,2950,1
O=C(C1=C(Cl)C(Cl)=CC=C1)N(C1CCCC1)[C@H]1CCNC1,4.987162775,4.012837225,10300.00001,0
O=C(C1=CC=CC=C1OC1=CC=CC=C1)N(CC1CCC1)[C@H]1CCNC1,6.119186408,2.880813592,759.9999995,1
O=C(C1=C(Cl)C(Cl)=CC=C1)N(CCC1CC1)[C@H]1CCNC1,5.146301788,3.853698212,7140.000004,1
O=C(C1=CC=CC=C1OC1=CC=CC=C1)N(C1=CC=CC=C1)[C@H]1CCNC1,5.55129368,3.44870632,2810.000001,1
O=C(C1=NN=C(C2=CC=CC=C2)O1)N1CC(OC2=CC=C(CN3CC4(COC4)C3)C=C2)C1,4.552841969,4.447158031,27999.99998,0
O=C(C1=NN=C(C2=CC=CC=C2)O1)N1CC(OC2=CC=C(CN3CC4(CCOC4)C3)C=C2)C1,4.795880017,4.204119983,16000.00001,0
O=C(C1=NN=C(C2=CC=CC=C2)O1)N1CC(OC2=CC=C(CN3CC4(CCCO4)C3)C=C2)C1,5.050609993,3.949390007,8900.000007,1
O=C1NC=C(CC2=CC(C(=O)N3CCC(N4CCCC4)CC3)=C(F)C=C2)N2C1=CC(Cl)=C2Cl,5.096910013,3.903089987,8000,1
O=C(C1=NN=C(C2=CC=CC=C2)O1)N1CCC(OC2=CC=C(CN3CCC(O)C3)C=C2)CC1,4.508638306,4.491361694,31000.00001,0
O=C(C1=NOC(C2=CC=CC=C2)=N1)N1CCC(OC2=CC=C(CN3CCCC3)C=C2)CC1,5.124938737,3.875061263,7499.999993,1
O=C(C1=NOC(C2=CC=CC=C2)=C1)N1CCC(OC2=CC=C(CN3CCCC3)C=C2)CC1,5.48148606,3.51851394,3300.000001,1
O=C(C1=NN=C(C2=CC=C(Cl)C=C2)O1)N1CCC(OC2=CC=C(CN3CCCC3)C=C2)CC1,5.259637311,3.740362689,5499.999994,1
O=C(C1=NN=C(C2=CC=C(F)C=C2)O1)N1CCC(OC2=CC=C(CN3CCCC3)C=C2)CC1,5.207608311,3.792391689,6199.999993,1
O=C(C1=NN=C(C2=CC=C(OC(F)F)C=C2)O1)N1CCC(OC2=CC=C(CN3CCCC3)C=C2)CC1,5.37675071,3.62324929,4199.999996,1
O=C(C1=NN=C(C2=CC=CC=C2)O1)N1CCC(OC2=CC=C(CN3CCCC3)C=C2)CC1,4.958607315,4.041392685,11000,0
O=C(NCC1(N2CCCC2)CCCC1)N1CCC(C2=NC(C3=NC4=C(C=CC=C4)C=C3)=NO2)CC1,5.148741651,3.851258349,7100.000005,1
O=C(NCC1(N2CCCCC2)CCCC1)N1CCC(C2=NC(C3=NC4=C(C=CC=C4)C=C3)=NO2)CC1,5.236572006,3.763427994,5800.000006,1
O=C(NCC1(N2CCOCC2)CCCC1)N1CCC(C2=NC(C3=NC4=C(C=CC=C4)C=C3)=NO2)CC1,5,4,10000,1
O=C(NCC1(N2CCOCC2)CCCCC1)N1CCC(C2=NC(C3=NC4=C(C=CC=C4)C=C3)=NO2)CC1,5.366531544,3.633468456,4300.000004,1
O=C(CC1=C(F)C=C(OCC[C@@H]2C[C@@H]2C2CCN(C3=NC=C(Cl)C=N3)CC2)C=C1)N1CCC1,5.48148606,3.51851394,3300.000001,1
O=C(CC1=CC(F)=C(OCC[C@@H]2C[C@@H]2C2CCN(C3=NC=C(Cl)C=N3)CC2)C=C1)N1CCC1,5.455931956,3.544068044,3499.999997,1
O=C(CC1=CC=C(OCC[C@@H]2C[C@@H]2C2CCN(C3=NC=C(Cl)C=N3)CC2)C=C1)N1CCC1,5.13076828,3.86923172,7400.000005,1
O=C(C1=CC=C(C[C@@H]2CC[C@H]([C@H](O)C3=CC=CC=C3)N2)C=C1)N1CCC2(CCOC2=O)CC1,4.337242168,4.662757832,46000.00003,0
O=C(C1=C(Cl)C=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1)N1CCCC1,5.031517051,3.968482949,9300.00001,1
O=C(C1=C(F)C=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1)N1CCCC1,5.055517328,3.944482672,8799.999997,1
O=C(C1=CC(F)=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1)N1CCCC1,4.946921557,4.053078443,11299.99999,0
O=C(C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1)N1CCCC1,5.055517328,3.944482672,8799.999997,1
O=C(CC1=C(F)C=C(OCC[C@@H]2C[C@@H]2C2CCN(C3=NC=C(Cl)C=N3)CC2)C=C1)N1CCCCC1,5.48148606,3.51851394,3300.000001,1
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(C(=O)[C@H]2CN(C3CC3)CCN2)CC1,4.721246399,4.278753601,19000,0
O=C(C1CC(OC2=CC(Cl)=CC=C2)CN1)N1CCCN(C2CCC2)CC1,5.142667504,3.857332496,7199.999993,1
O=C(C1CC(OC2=CC=C(Cl)C=C2)CN1)N1CCCN(C2CCC2)CC1,5.698970004,3.301029996,2000.000002,1
O=C(C1CC(OC2=CC=C(F)C=C2)CN1)N1CCCN(C2CCC2)CC1,5,4,10000,1
O=C([C@H]1C[C@H](OC2=CC(Cl)=CC=C2)CN1)N1CCCN(C2CCC2)CC1,5.142667504,3.857332496,7199.999993,1
O=C([C@H]1C[C@H](OC2=CC=C(Cl)C=C2)CN1)N1CCCN(C2CCC2)CC1,5.698970004,3.301029996,2000.000002,1
O=C(C1CC(OC2=CC=C(F)C=C2)CN1)N1CCCN(C2CCCC2)CC1,5.337242168,3.662757832,4600.000003,1
O=C([C@H]1C[C@H](OC2=CC=C(F)C=C2)CN1)N1CCCN(C2CCCC2)CC1,5.337242168,3.662757832,4600.000003,1
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(CC2CCCNC2)CC1,5.795880017,3.204119983,1600.000001,1
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(C[C@H]2CN(C3CC3)CCO2)CC1,4.795880017,4.204119983,16000.00001,0
O=C(NC1=CC(C(F)(F)F)=CC=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,4.886056648,4.113943352,12999.99999,0
O=C(NC1=CC(Cl)=C(C(F)(F)F)C=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,6.050609993,2.949390007,890.0000007,1
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,5.698970004,3.301029996,2000.000002,1
O=C(NC1=CC(Cl)=C(F)C=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,4.853871964,4.146128036,14000.00001,0
O=C(NC1=CC=C(Br)C=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,5.148741651,3.851258349,7100.000005,1
O=C(NC1=CC=C(C(F)(F)F)C=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,5.200659451,3.799340549,6299.999993,1
O=C(NC1=CC=C(Cl)C=C1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,4.853871964,4.146128036,14000.00001,0
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(C[C@@H]2CCCN(CC3CC3)C2)CC1,6.031517051,2.968482949,930.000001,1
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(C[C@@H]2CCCN(CCCC3=CC=CC=C3)C2)CC1,6.397940009,2.602059991,399.9999997,1
O=C(NC1=CC(Cl)=C(Cl)C=C1)N1CCN(C[C@@H]2CCCN(CC3=CC=CC=C3)C2)CC1,6.251811973,2.748188027,560,1
O=C(C1=CC=C(C[C@@H]2CC[C@H]([C@H](O)C3=CC=CC=C3)N2)C=C1)N1CCN(CC2=NN(CC(F)(F)F)N=N2)CC1,4.524474085,4.475525915,29890,0
O=C(C1=CC=C(C[C@@H]2CC[C@H]([C@H](O)C3=CC=CC=C3)N2)C=C1)N1CCN(CC2=NN(CC3CC3)N=N2)CC1,4.404724288,4.595275712,39380.00002,0
O=C([C@@H]1C[C@H]1C1=CC=C(C(F)(F)F)C=C1)N1CCN(S(=O)(=O)C2=CC(C(F)(F)F)=CC(C3=NN=CN3)=C2)CC1,6,3,1000,1
O=C([C@@H]1C[C@H]1C1=CC=C(C(F)(F)F)C=C1)N1CCN(S(=O)(=O)C2=CC(C(F)(F)F)=CC(C3=CC=NN3)=C2)CC1,6.301029996,2.698970004,499.9999996,1
O=C([C@@H]1C[C@H]1C1=CC=C(C(F)(F)F)C=C1)N1CCN(S(=O)(=O)C2=CC(C(F)(F)F)=CC(C3=CNN=C3)=C2)CC1,6.301029996,2.698970004,499.9999996,1
O=C([C@@H]1C[C@H]1C1=CC=C(C(F)(F)F)C=C1)N1CCN(S(=O)(=O)C2=CC(C(F)(F)F)=CC(C3=NNN=C3)=C2)CC1,5.455931956,3.544068044,3499.999997,1
O=C([C@@H]1C[C@H]1C1=CC=C(C(F)(F)F)C=C1)N1CCN(S(=O)(=O)C2=CC(C(F)(F)F)=CC(C3=NOC=N3)=C2)CC1,5.920818754,3.079181246,1200,1
O=C([C@@H]1C[C@H]1C1=CC=C(C(F)(F)F)C=C1)N1CCN(S(=O)(=O)C2=CC(C(F)(F)F)=CC(CCO)=C2)CC1,6.045757491,2.954242509,899.9999991,1
O=C(NC1=NC=CC(C2=CN(C3CCOCC3)C3=CN=CC=C23)=C1)N1CCOCC1,4.617982957,4.382017043,24100.00002,0
O=C1C=C(N2CCOCC2)OC2=C1C=C(C(=O)N1CCOCC1)C=C2[C@H]1CCCN1C1=CC(F)=CC(F)=C1,4.346787486,4.653212514,45000.00002,0
O=C([C@@H]1C[C@H](N2CCN(C3=NC=CC=N3)CC2)CN1)N1C[C@H](F)[C@H](F)C1,4.26760624,4.73239376,54000.00002,0
O=C(C1CCN(C2=CC(C(F)(F)F)=CC=C2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(C3=NC=C(C4=NC=CC=N4)C=C3)CC2)C1,5.045757491,3.954242509,8999.999991,1
O=C(C1CCN(C2=NC(C(F)(F)F)=CC=N2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(C3=NC=C(C4=NC=CC=N4)C=C3)CC2)C1,4.585026652,4.414973348,26000,0
O=C(C1CCN(C2=NC=CC(C(F)(F)F)=C2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(C3=NC=C(C4=NC=CC=N4)C=C3)CC2)C1,4.552841969,4.447158031,27999.99998,0
O=C(N1CCN(C2CC2)CC1)N1CC2=C(C=CC=C2)C1,4.279840697,4.720159303,52499.99995,0
O=C(C1=CC(Cl)=CC(F)=C1)N1CCC2=C(C1)N=C(C1=NC=C(F)C=C1)O2,4.721246399,4.278753601,19000,0
O=C(C1=CC=CC=C1)N1CCC2=C(C1)N=C(C1=NC=C(F)C=C1)O2,4.193820026,4.806179974,64000,0
O=C(C1CC1)N1CCC2=C(C1)SC1=C2C2=NC=NN2C(=O)N1CC1=CC=C(Cl)C=C1,6.30980392,2.69019608,490,1
O=C(N1CC2=C(C=CC=C2)C1)N1CCC[C@H]1CN1CCCC1,4.545741605,4.454258395,28461.53998,0
O=C(NCC1=CC=C(C(F)(F)F)C=C1)N1CCC[C@H]1CN1CCCC1,4.397940009,4.602059991,39999.99997,0
O=C(CNC1=NC=CC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@](O)(C3=CN=CS3)CC2)C1,4.482804102,4.517195898,32900,0
O=C(CNC1=CC(C(F)(F)F)=NC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@](O)(C3=CN=CS3)CC2)C1,4.442492798,4.557507202,36100.00001,0
O=C(CNC1=CC=NC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@](O)(C3=CN=CS3)CC2)C1,4.950781977,4.049218023,11200.00001,0
O=C(CNC1=NC=NC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@](O)(C3=CC=NS3)CC2)C1,4.54668166,4.45331834,28400,0
O=C(CNC1=NC=NC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@H](C3=CC=CC=C3)CC2)C1,5.283996656,3.716003344,5200.000004,1
O=C(CNC1=NC=NC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@H](C3=CN=CC=C3)CC2)C1,4.795880017,4.204119983,16000.00001,0
O=C(CNC1=NC=NC2=CC=C(C(F)(F)F)C=C21)NC1CN([C@H]2CC[C@@H](C3=NC=C(O)C=C3)CC2)C1,4.88941029,4.11058971,12899.99999,0
O=C(/C=C/C1=CC=C(CN(CCO)CCC2=CNC3=CC=CC=C23)C=C1)NO,4.987162775,4.012837225,10300.00001,0
O=C(/C=C/C1=CC=C(CNCCC2=C(C3=CC=CC=C3)NC3=CC=CC=C32)C=C1)NO,5.829738285,3.170261715,1479.999999,1
O=C(CCCS(=O)(=O)C1=CC=CC=C1)NC1=NC(=O)NC=C1F,4.392791683,4.607208317,40477.00002,0
O=C(NC1=NC=C(Cl)C=C1)[C@H](CN1CC(O)C1)OC1=C2C=NN(C3=C(Cl)C=CC=C3)C2=NC=N1,5,4,10000,1
O=C(NC1=NC=C(Cl)C=C1)[C@H](COCCO)OC1=C2C=NN(C3=C(Cl)C=CC=C3)C2=NC=N1,4.800000053,4.199999947,15848.92999,0
O=C(NC1=NC=C(F)C=C1)[C@H](COCCO)OC1=C2C=NN(C3=C(Cl)C=CC=C3)C2=NC=N1,4.399999968,4.600000032,39810.71999,0
O=C(NC1=NC=C(F)C=C1)[C@H](CN1CC(O)C1)OC1=C2C=NN(C3=C(Cl)C=CC=C3F)C2=NC=N1,4.600000075,4.399999925,25118.85998,0
O=C(NC1=NC=C(F)C=C1)[C@H](COCCO)OC1=C2C=NN(C3=C(Cl)C=CC=C3F)C2=NC=N1,4.499999953,4.500000047,31622.78002,0
O=C(NC1=NC=C(Cl)C=C1)[C@H](CN1CC(O)C1)OC1=C2C=NN(C3=C(Cl)C=CC=N3)C2=NC=N1,4.300000029,4.699999971,50118.72002,0
O=C(NC1=NC=C(Cl)C=C1)[C@H](COCCO)OC1=C2C=NN(C3=C(Cl)C=CC=N3)C2=NC=N1,4.300000029,4.699999971,50118.72002,0
O=C(NC(C1=CC=C(Cl)C=C1)C1=C(Cl)C=NC=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,6.161150909,2.838849091,690.0000004,1
O=C(NC(C1=CC=C(Cl)C=C1)C1=CC(F)=NC=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,6.229147988,2.770852012,590.0000005,1
O=C(NC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,7.408935393,1.591064607,39,1
O=C(NC(C1=CC=NC=C1)C1=CC=C(Cl)C=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,5.721246399,3.278753601,1900,1
O=C(NC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,7,2,100,1
O=C(NC(C1=CC=NC=C1)C1=CC=C(F)C=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,5.075720714,3.924279286,8399.999999,1
O=C(NC(C1=CC=CC=C1)C1=CC=CC=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,6.27572413,2.72427587,530.0000005,1
O=C(NC(C1=CC=C(Cl)C=C1)C1=NC=C(F)C=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,6.744727495,2.255272505,180,1
O=C(NC(C1=CC=C(Cl)C=C1)C1=NC=CC=N1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1,5.920818754,3.079181246,1200,1
O=C(NC(C1=CC=CC=C1)C1=CC=CC=C1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=CC=C1,6.769551079,2.230448921,169.9999999,1
O=C(NC1=CC=C(C[C@@H]2CC[C@H]([C@H](O)C3=CN=CC=C3)N2)C=C1)[C@@H]1CCC2=C1N=CS2,5.214670165,3.785329835,6100,1
O=C(N1CCC2=C(C=C(C(F)(F)F)C=N2)C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCCC1)C2,4.474955193,4.525044807,33500,0
O=C(N1CCC2=C(C=C(C(F)(F)F)C=N2)C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCCCC1)C2,4.473660723,4.526339277,33599.99997,0
O=C(N1CCC2=C(C=C(C(F)(F)F)C=N2)C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCOCC1)C2,4.590066877,4.409933123,25699.99998,0
O=C(N1CCC2=C(C=C(C(F)(F)F)C=N2)C1)[C@@]12CCCC[C@@H]1C[C@@H](NC1CCOCC1)C2,4.410050399,4.589949601,38899.99997,0
O=C(N1CCC2=C(C=C(C(F)(F)F)C=N2)C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCSCC1)C2,4.63638802,4.36361198,23100.00001,0
O=C(N1CCC2=C(C=C(C(F)(F)F)C=N2)C1)[C@@]12CCC[C@@H]1C[C@@H](NCC1CCOCC1)C2,4.327902142,4.672097858,47000.00001,0
O=C(NC1=CC(C(F)(F)F)=CC=C1)N1C=CC2=CC(OC3=C4CCNCC4=NC=N3)=CC=C21,5.050609993,3.949390007,8900.000007,1
O=C(NC1=CC(C(F)(F)F)=CC=C1)N1C=CC2=CC(OC3=C4CNCC4=NC=N3)=CC=C21,4.806875402,4.193124598,15599.99999,0
O=C(N[C@H]1CCCC[C@@H]1O)C1=CC(CN2CCN(C3=NC=C4C=CC=CC4=C3)CC2)=C2C=CC=CN2C1=O,5.698970004,3.301029996,2000.000002,1
O=C(NC1CC1)C1=C(F)C=C(OCCC2CC2C2CCN(C3=NC=C(Cl)C=N3)CC2)C=C1,5.585026652,3.414973348,2600,1
O=C(NC1=CC(F)=C(C2=NN=C(NCCCCN3CCOCC3)O2)C=C1)C1=C(F)C=CC=C1,4.730000032,4.269999968,18620.86999,0
O=C(NC1=CC=C(C2=NN=C(NCCCCN3CCOCC3)O2)C=C1)C1=C(F)C=CC=C1,4.530000033,4.469999967,29512.09002,0
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CC(C2=CN=CN=C2)=C(N2CC[C@H](O)C2)N=C1,5.017728767,3.982271233,9599.999999,1
O=C(NC1=CC=C(OC(F)(F)Cl)C=C1)C1=CC(C2=CN=CN=C2)=C(N2CC[C@@H](O)C2)N=C1,5.443697499,3.556302501,3600.000002,1
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CC(C2=CN=CN=C2)=C(N2CC[C@@H](O)C2)N=C1,4.769551079,4.230448921,16999.99999,0
O=C(O)C1=CC(C2=CNC([C@H]3CC4=C(NC5=C4C=CC=C5)[C@@H](C4CCOCC4)N3)=N2)=CC=C1,6.076238039,2.923761961,839.0000003,1
O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(C3=NC=C(C4=CC=NC=C4)C=C3)CC2)C1)C1=CC(C(F)(F)F)=CC=C1,4.886056648,4.113943352,12999.99999,0
O=C(NCC1CCN(CC2=CC(C(F)(F)F)=CC=C2)CC1)C1=CC(Cl)=CC(Cl)=C1,6.316052869,2.683947131,483.0000003,1
O=C(NCC1CCN(CC2=CN=C(Br)C=C2)CC1)C1=CC(Cl)=CC(Cl)=C1,6.1837587,2.8162413,655,1
O=C(NC1CC1)C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1,4.958607315,4.041392685,11000,0
O=C(NC1CCC1)C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1,5.602059991,3.397940009,2500.000002,1
O=C(NC[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=C(F)C=C43)C[C@H]21)C1=CC=C(Cl)C=C1,5.318758763,3.681241237,4799.999996,1
O=C(N[C@H](C1CC1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=C(F)C=C43)C[C@H]21)C1=CC=C(Cl)C=C1,6.251811973,2.748188027,560,1
O=C(O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCC1=CC(Cl)=CC=C1N1C=NN=N1)C1=CC=C(F)C=C1)C1=CC=CC=C1,5.251811973,3.748188027,5600,1
O=C(NCCC1=CC=CC=C1C1=CN=CC=C1)C1=CN=C(OCCC(F)(F)F)C=C1,5.200000237,3.799999763,6309.570002,1
O=C(NCCC1=CC=CC=C1C1=NC=C(OC(F)F)N=C1)C1=CN=C(OCCC(F)(F)F)C=C1,5.200000237,3.799999763,6309.570002,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=C(Cl)C(Cl)=C2,8.853871964,0.146128036,1.400000001,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=C(F)C(Cl)=C2,7.978810701,1.021189299,10.5,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=C(F)C(F)=C2,8.207608311,0.792391689,6.199999993,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=C(F)C=C2,8.397940009,0.602059991,3.999999997,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=CC(Br)=C2,8.602059991,0.397940009,2.500000002,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=CC(Cl)=C2,8.443697499,0.556302501,3.600000002,1
O=C1C=C(C(=O)NC2CCN(CC3=C(Cl)C=C4OCOC4=C3)CC2)OC2=C1C=CC(F)=C2,7.869666232,1.130333768,13.49999998,1
O=C1C=C(C(=O)NC2CCN(CC3=CC(F)=CC=C3)CC2)OC2=C1C=CC(F)=C2,7.673664139,1.326335861,21.2,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OC(F)(F)O4)CC2)OC2=C1C=CC(F)=C2,8.251811973,0.748188027,5.6,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCCO4)CC2)OC2=C1C=CC(F)=C2,7.913640169,1.086359831,12.20000001,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=CC(F)=C2,7.821023053,1.178976947,15.09999999,1
O=C1C=C(C(=O)NC2CCN(CC3=CC=CC=C3)CC2)OC2=C1C=CC(F)=C2,7.701146924,1.298853076,19.89999998,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=CC(O)=C2,7.195860568,1.804139432,63.69999995,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=CC(OC(F)F)=C2,8.443697499,0.556302501,3.600000002,1
O=C1C=C(C(=O)NC2CCN(CC3=CC4=C(C=C3)OCO4)CC2)OC2=C1C=CC=C2,8.173925197,0.826074803,6.700000005,1
O=C1COC2=C(C=CC=C2)N1CCN1CCC(NCC2=NC=C3OCCOC3=C2)CC1,4.698970004,4.301029996,20000.00002,0
O=C1NCCN1CCN1CCC(C2=CN(C3=CC=CC=C3)C3=CC=C(Cl)C=C23)CC1,7.059981845,1.940018155,87.1,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1CC1=C(Cl)C=CC(Cl)=C1,6.399996913,2.600003087,398.1100003,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1CC1=C(Cl)C=CC=C1,5.700000504,3.299999496,1995.259999,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1CC1=CC(C(F)(F)F)=CC=C1,5.200000237,3.799999763,6309.570002,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1CC1=CC(Cl)=C(Cl)C=C1,6.099999035,2.900000965,794.3299997,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1CC1=CC(Cl)=CC=C1,5.599999383,3.400000617,2511.89,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1CC1=CC=C(Cl)C=C1,5.700000504,3.299999496,1995.259999,1
O=C1CN(CCC2=CC=C(F)C=C2)CCN1[C@H]1CCC2=C(C=CC(CN3CCC(C(F)(F)F)CC3)=C2)C1,5.698970004,3.301029996,2000.000002,1
O=C1CN(CCC2=CC=C(F)C=C2)CCN1[C@H]1CCC2=C(C=CC(CN3CCOCC3)=C2)C1,4.958607315,4.041392685,11000,0
O=C1CN(CCC2=CC=C(F)C=C2)CCN1[C@H]1CCC2=C(C=CC(CN3CCS(=O)(=O)CC3)=C2)C1,4.619788758,4.380211242,24000.00002,0
O=C1CN(CCC2=CC=C(F)C=C2)CCN1[C@H]1CCC2=C(C=CC(CN3C=CN=C3)=C2)C1,5.397940009,3.602059991,3999.999997,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1C1=CC(C(F)(F)F)=CC=C1,6.099999035,2.900000965,794.3299997,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1C1=CC(Cl)=C(F)C=C1,5.300000202,3.699999798,5011.870005,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1C1=CC(Cl)=CC(Cl)=C1,5.800000875,3.199999125,1584.889999,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1C1=CC(Cl)=CC(F)=C1,5.499999679,3.500000321,3162.279998,1
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1C1=CC(Cl)=CC=C1,5.899998417,3.100001583,1258.930001,1
O=C1N(CCN2C[C@H]3CC[C@H](CC3)C2)CCN1C1=CC(Cl)=CC=C1,6.399996913,2.600003087,398.1100003,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1C1=CC(Cl)=CC=C1,5.499999679,3.500000321,3162.279998,1
O=C1N(CCN2C[C@H]3CC[C@@H]2C3)CCN1C1=CC(Cl)=CC=C1,4.900000142,4.099999858,12589.25,0
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1C1=CC(O)=CC=C1,4.800000053,4.199999947,15848.92999,0
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1C1=CC(OC(F)(F)F)=CC=C1,5.400000186,3.599999814,3981.070001,1
O=C1N(CCN2CC3=C(C=CC=C3)C2)CCN1C1=CC2=C(C=C1)OC=C2,5.100000128,3.899999872,7943.280006,1
