MOLECULE,OUTCOME,,,
N#CC1=CC2=C(C=C1)OC[C@H](CC1=CC=C(Cl)C=C1)N(C1CCN(C3=NNC(N)=N3)CC1)C2,4.638272164,4.361727836,23000,0
N#CC1=CC2=C(C=C1)OCC(=O)N2CCN1CCC(NCC2=NC3=C(C=C2)OCC(=O)N3)CC1,4.387216143,4.612783857,41000.00003,0
N#CC1=CC2=C(C=C1)NC(C1CCN(CCN3C(=O)C=CC4=NC=C(OC5=CN=CC=C5)C=C43)CC1)=N2,5.853871964,3.146128036,1400.000001,1
N#CC1=CC2=C(C=C1)C(=O)C=C(C(=O)NC1CCN(CC3=CC4=C(C=C3)OCO4)CC1)O2,8.301029996,0.698970004,4.999999996,1
N#CC1=CC2=C(C=CC(=O)N2CCN2CCC(NCC3=NC=C4OCCOC4=C3)CC2)C=C1,4.356547324,4.643452676,43999.99995,0
N#CC1=CC2=C(C=CC(=O)N2CCN2CC[C@H](NCC3=NC=C4OCCOC4=C3)[C@H](F)C2)C=C1,3.632644079,5.367355921,233000,0
N#CC1=CC2=C(C=CC(=O)N2CCN2CC[C@H](NCC3=NC4=C(C=C3)OCC(=O)N4)[C@H](O)C2)C=C1,3.515700161,5.484299839,304999.9998,0
N#CC1=CC2=C(C=CC(=O)N2CCN2CC[C@H](NCC3=NC=C4OCCOC4=C3)[C@H](O)C2)C=C1,3.806875402,5.193124598,155999.9999,0
N#CC1=CC2=C(C=CC(=O)N2CCN2CC[C@H](NCC3=NC=C4OCCOC4=C3)[C@@H](F)C2)C=C1,3.913640169,5.086359831,122000.0001,0
N#CC1=CC2=C(C=CC(=O)N2CCN2CC[C@@H](NCC3=NC=C4OCCOC4=C3)[C@@H](F)C2)C=C1,3.701146924,5.298853076,198999.9998,0
N#CC1=CC2=C(C=CC(=O)N2CCN2CC[C@@H](NCC3=NC=C4OCCOC4=C3)[C@@H](O)C2)C=C1,3.931814138,5.068185862,117000.0001,0
N#CC1=CC=C(C2=CC3=C(N=C2)N=C(N2CCC(N4CCCCC4)CC2)S3)C=C1,5.954242944,3.045757056,1111.109999,1
N#CC1=CC=C(C2=CC=C(C[C@@H](C#N)NC(=O)[C@@H]3CCCCC[C@@H]3N)C=C2)C=C1,5.443697499,3.556302501,3600.000002,1
N#CC1=CC=C(CCN2CCN(C(=O)CC3=CC=C(N4C=NN=N4)C=C3)CC2)C=C1,6.37675071,2.62324929,419.9999996,1
N#CC1=CC=C(CCN2CCN(CCC3=CC4=C(C=C3)C(=O)OC4)CC2)C=C1,6.366531544,2.633468456,430.0000004,1
N#CC1=CC=C(CCN2CCN(CCC3=CC4=NON=C4C=C3)CC2)C=C1,7.37675071,1.62324929,41.99999996,1
N#CC1=CC=C(CNC(=O)N(C2=CC(F)=CC=C2)C2CCN(CCC3(C4=CC(F)=CC=C4)CCN(C(=O)C4=C(Cl)C=CC=C4Cl)CC3)CC2)C=C1,6,3,1000,1
N#CC1=CC=C(CNC(=O)N(C2=CC(F)=CC=C2)C2CCN(CCC3(C4=CC(F)=CC=C4)CCN(C(=O)C4=C(F)C=CC=C4F)CC3)CC2)C=C1,5.920818754,3.079181246,1200,1
N#CC1=CC=C(CNC(=O)N(C2=CC(F)=CC=C2)C2CCN(CCC3(C4=CC(F)=CC=C4)CCN(C(=O)C4=C(O)C=C(F)C=C4)CC3)CC2)C=C1,6.096910013,2.903089987,800,1
N#CC1=CC=C(COC2=CC=C([C@H]3CC[C@@H](C(N)=O)N3)C=C2)C=C1,5.100000128,3.899999872,7943.280006,1
N#CC1=CC=C(CN2C=NC=C2CN(CCCN)[C@H]2CCN(CC3=CC=CC=C3)C2=O)C=C1,6.318758763,2.681241237,479.9999996,1
N#CC1=CC=C(CN2C=NC=C2CN(CCN2CCNCC2)[C@H]2CCN(CC3=CC=CC=C3)C2=O)C=C1,5.958607315,3.041392685,1100,1
N#CC1=CC=C(CN2C=NC=C2CN(CCN2CCOCC2)[C@H]2CCN(CC3=CC=CC=C3)C2=O)C=C1,6.721246399,2.278753601,190,1
N#CC1=CC=C(CN2C=NC=C2CNC2CCN(C(=O)C3=CC(Br)=CN=C3)C2=O)C=C1,5.219999702,3.780000298,6025.599995,1
N#CC1=CC=C(CN2C=NC=C2CN[C@H]2CCN(C(=O)C3=C(O)N=CC=C3)C2=O)C=C1,4.301029996,4.698970004,49999.99996,0
N#CC1=CC=C(CN2C=NC=C2CN[C@H]2CCN(C(=O)C3=C(S)N=CC=C3)C2=O)C=C1,4.95860692,4.04139308,11000.01,0
N#CC1=CC=C(CN2C=NC=C2CN[C@H]2CCN(C(=O)C3=CC(Br)=CN=C3)C2=O)C=C1,5.22184875,3.77815125,5999.999995,1
N#CC1=CC=C(CN2C=NC=C2CN[C@H]2CCN(C(=O)C3=CC(Cl)=CC=C3)C2=O)C=C1,5.236572006,3.763427994,5800.000006,1
N#CC1=CC=C(CN2C=NC=C2CN[C@H]2CCN(C3=CC=CC4=NC=CC=C34)C2=O)C=C1,5.086186148,3.913813852,8199.999993,1
N#CC1=CC=C(N2CCN(CC3=C4C=CC=CN4C(=O)C(C(=O)O)=C3)CC2)C=C1,5.13076828,3.86923172,7400.000005,1
N#CC1=CC=C(OC2CNC(C(=O)N3CCCN(C4CCC4)CC3)C2)C=C1,5,4,10000,1
N#CC1=CC=C(OC2CNC(C(=O)N3CCCN(C4CCCC4)CC3)C2)C=C1,5.537602002,3.462397998,2900.000001,1
N#CC1=CC=C(O[C@@H]2CN[C@@H](C(=O)N3CCCN(C4CCCC4)CC3)C2)C=C1,5.537602002,3.462397998,2900.000001,1
N#CC1=CN=C(NC(=O)[C@H](CN2CC(O)C2)OC2=C3C=NN(C4=C(C#N)C=CC=C4Cl)C3=NC=N2)C=C1,5.100000128,3.899999872,7943.280006,1
N#CC1=CN=C(NC(=O)[C@H](CN2CC(O)C2)OC2=C3C=NN(C4=C(Cl)C=CC=C4)C3=NC=N2)C=C1,5,4,10000,1
N#CC1=CN=C(NC(=O)[C@H](CN2CC(O)C2)OC2=C3C=NN(C4=C(Cl)C=CC=C4Cl)C3=NC=N2)C=C1,5.200000237,3.799999763,6309.570002,1
N#CC1=CN=C(NC(=O)[C@H](COCCO)OC2=C3C=NN(C4=C(Cl)C=CC=N4)C3=NC=N2)C=C1,4.300000029,4.699999971,50118.72002,0
N#CC1=NC2=C(C=C(C(F)(F)F)C=C2)C(NCC(=O)NC2CN([C@H]3CC[C@@](O)(C4=CN=CS4)CC3)C2)=C1,4.454692884,4.545307116,35099.99996,0
N#CC1=NC2=C(C=C1)N=CC(C#N)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,8.779891912,0.220108088,1.66,1
N#CC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,8.412289035,0.587710965,3.87,1
N#CC1=NC=C(C2=CC3=C(C=C2)N2C(=O)O[C@@H](CO)[C@@H]2CO3)C=C1,4.736363931,4.263636069,18350.00002,0
N=C(NCCCOC1=CC=C(F)C=C1)NC1=CC=C(I)C=C1,6.962175249,2.037824751,109.1000001,1
NC(=O)[C@H]1CC[C@H](C2=CC=C(OCC3=C(F)C=CC=C3)C=C2)N1,5.200000237,3.799999763,6309.570002,1
NC(=O)[C@H]1CC[C@@H](C2=CC=C(OCC3=C(F)C=CC=C3)C=C2)N1,5,4,10000,1
NC(=O)[C@@H]1CC[C@H](C2=C(F)C=C(OCC3=C(F)C=CC=C3)C=C2)N1,4.900000142,4.099999858,12589.25,0
NC(=O)[C@@H]1CC[C@H](C2=CC(OCC3=CC=CC=C3)=CC=C2)N1,4.600000075,4.399999925,25118.85998,0
NC(=O)[C@@H]1CC[C@H](C2=CC=C(OCC3=C(F)C=CC=C3)C=C2)N1,4.900000142,4.099999858,12589.25,0
NC(=O)[C@@H]1CC[C@H](C2=CC=C(OCC3=CC(F)=CC=C3)C=C2)N1,5.499999679,3.500000321,3162.279998,1
NC(=O)[C@@H]1CCC[C@H](C2=CC=C(OCC3=CC(F)=CC=C3)C=C2)N1,4.499999953,4.500000047,31622.78002,0
NC(=O)[C@@H]1CC[C@H](C2=CC=C(OCC3=CC=C(F)C=C3)C=C2)N1,5.100000128,3.899999872,7943.280006,1
NC(=O)[C@@H]1CC[C@H](C2=CC=C(OCC3=CC=CC=C3)C=C2)N1,5.100000128,3.899999872,7943.280006,1
NC(=O)[C@@H]1CC[C@H](C2=CC=C(OC3=CC(F)=CC=C3)C=C2)N1,5.100000128,3.899999872,7943.280006,1
NC(=O)[C@@H]1CC[C@H](C2=CC=C(OC3=CC=CC=C3)C=C2)N1,4.900000142,4.099999858,12589.25,0
NC(=O)[C@@H]1CC[C@@H](C2=CC=C(OCC3=C(F)C=CC=C3)C=C2)N1,5.300000202,3.699999798,5011.870005,1
NC(=O)C1=CC(Cl)=C2C=C(C3=CC4=C(CNCC4)S3)C=NN12,4.946537395,4.053462605,11310,0
NC(=O)C1=C(NC2CCOCC2)C2=C(N=C1)C(Cl)=CC(C1=CN=CC=C1)=C2,5.958607315,3.041392685,1100,1
NC(=O)C1=C(NC2CCOCC2)C2=C(N=C1)C(F)=CC(C1=CN=CC=C1)=C2,5,4,10000,1
NC(=O)C1=C(NC2CCOCC2)C2=C(C=C(Cl)C(C3=CN=CC=C3)=C2)N=C1,5.920818754,3.079181246,1200,1
NC(=O)C1=C(NC2CCOCC2)C2=C(C=C(F)C(C3=CN=CC=C3)=C2)N=C1,5.698970004,3.301029996,2000.000002,1
NC(=O)C1=C(NC2CCOCC2)C2=C(C=CC(C3=CN=CC=C3)=C2F)N=C1,4.886056648,4.113943352,12999.99999,0
NC(=O)C1=C(NC2=CC=CC3=C2NC=C3)N=C(N[C@@H]2CCCC[C@@H]2N)N=N1,5.301029996,3.698970004,4999.999996,1
NC(=O)C1=C(SC2CCCC2)C2=C(C=CC(C3=CN=CC=C3)=C2)N=C1,5.292429824,3.707570176,5099.999999,1
NC(=O)C1=C2NC3=C(C=CC(C4=CN=C(N)N=C4)=C3)C2=C(NC(C2CC2)C2CC2)N=C1,5.086186148,3.913813852,8199.999993,1
NC(=O)C1=C2NC3=C(C=CC(C4=NC=C(N)N=C4)=C3)C2=C(NC(C2CC2)C2CC2)N=C1,6.142667504,2.857332496,719.9999993,1
NC(=O)C1=C2NC3=C(C=CC(C4=CN=C(N)C=C4)=C3)C2=C(N[C@H](C2CC2)C(F)(F)F)N=C1,6.124938737,2.875061263,749.9999993,1
NC(=O)C1=C2NC3=C(C=CC(C4=CN=C(N)N=C4)=C3)C2=C(N[C@H](C2CC2)C(F)(F)F)N=C1,4.657577319,4.342422681,22000.00001,0
NC(=O)C1=CC(C[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CC=C1,5.823908741,3.176091259,1500,1
NC(=O)C1=CC(F)=C(C2=CC3=C(C=C2)NN=C3C2=NC(O[C@H]3CNCCC34CC4)=CN=C2)C=C1,5.958607315,3.041392685,1100,1
NC(=O)C1=CC(O[C@H]2C[C@@H]3CC[C@H](C2)N3C2(C3=CC=CC=C3)CC2)=CC=C1,8.318758763,0.681241237,4.799999996,1
NC(=O)C1=CC(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2CC2)=CC=C1,8.13667714,0.86332286,7.299999998,1
NC(=O)C1=CC(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=NC=C2)=CC=C1,8.823908741,0.176091259,1.5,1
NC(=O)C1=CC(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2=CN=CC=C2)=CC=C1,8.455931956,0.544068044,3.499999997,1
NC(=O)C1=CC(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CS2)=CC=C1,9.366531544,-0.366531544,0.43,1
NC(=O)C1=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CC(F)=C1,6.167491087,2.832508913,680.0000005,1
NC(=O)C1=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CC=C1,6.214670165,2.785329835,610,1
NC(=O)C1=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CN=C1,5.823908741,3.176091259,1500,1
NC(=O)C1=CC(S[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CC=C1,5.958607315,3.041392685,1100,1
NC(=O)C1=CN=C(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)C=C1,5.886056648,3.113943352,1299.999999,1
NC(=O)C1=NC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CC=C1,6,3,1000,1
NC(=O)C1=NC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=CN=C1,4.823908741,4.176091259,15000,0
NC(=O)C1=NC2=C(C(Cl)=C1)C(Cl)=C(C#CC1CCOCC1)N2[C@H]1CCCNC1,8.769551079,0.230448921,1.699999999,1
NC(=O)C1=NC2=C(C(Cl)=C1)C(Cl)=C(C#CC1CNCCO1)N2[C@H]1CCCNC1,8.22184875,0.77815125,5.999999995,1
NC(=O)C1=NC2=C(C(Cl)=C1)C(Cl)=C(C#CC1COCCO1)N2[C@H]1CCCNC1,8.853871964,0.146128036,1.400000001,1
NC(=O)C1=NC=CC(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2=CC=CC=C2)=C1,5.795880017,3.204119983,1600.000001,1
NC1(COC2=NC3=C(C=C2)N=CC(F)=C3CCC23CCC(NCC4=NC5=C(C=C4)OCC(=O)N5)(CC2)CO3)CC1,5.431798276,3.568201724,3699.999999,1
NC1(C2=CC(C(F)(F)F)=CC(C(=O)N[C@@H]3CCC4=C(C=C(OC5=C6CCC(=O)NC6=NC=C5)C=C4)C3)=C2)CCC1,5.508638306,3.491361694,3100.000001,1
NCC(O)COC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,5.48148606,3.51851394,3300.000001,1
NCC1(COC2=NC3=C(C=C2)N=CC(F)=C3CCC23CCC(NCC4=NC5=C(C=C4)OCC(=O)N5)(CC2)CO3)CC1,5.119186408,3.880813592,7599.999995,1
NCCCCOC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,5.096910013,3.903089987,8000,1
NCCCOC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,5.102372909,3.897627091,7899.999995,1
NCCOC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,4.756961951,4.243038049,17500.00001,0
NCC[C@H]1CC2=C(C=CC=C2)[C@@H](C2=CC(Cl)=C(Cl)C=C2)C1,5.821023053,3.178976947,1509.999999,1
NC[C@H](OC1=NOC2=CC=C(C3=C(Cl)C=CC=C3)C=C21)C1=CC=CC=C1,4.638272164,4.361727836,23000,0
NCC1=CC(C2CCN(C(=O)C3=CC(C4=NC(C5=CC=CS5)=NO4)=CC(C(=O)O)=C3)CC2)=C(F)C=C1,4.11463878,4.88536122,76799.99999,0
N[C@H](CO)C1=CC(C(F)(F)F)=CC(C(=O)N[C@@H]2CCC3=C(C=C(OC4=C5CCC(=O)NC5=NC=C4)C=C3)C2)=C1,4.860120914,4.139879086,13799.99999,0
N[C@H]1CO[C@@H]1COC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,4.612610174,4.387389826,24399.99998,0
N[C@H]1COC[C@@H]1OC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,5.552841969,3.447158031,2799.999998,1
N[C@H]1CN(C2=NN3C=CC(=O)N=C3C=C2)CC[C@@H]1C1=C(F)C=C(F)C(F)=C1,4,5,100000,0
N[C@H]1CN(C2=NN3N=C(C(F)(F)F)N=C3C=C2)CC[C@@H]1C1=C(F)C=C(F)C(F)=C1,5.091514981,3.908485019,8100.000002,1
N[C@H]1CN(C2=NC3=NN=CN3C=C2)CC[C@@H]1C1=C(F)C=C(F)C(F)=C1,4,5,100000,0
N[C@H]1CN(C2=NC=NC=C2)CC[C@@H]1C1=C(F)C=C(F)C(F)=C1,4.583359493,4.416640507,26099.99998,0
N[C@H]1CN(C2=NC=C(N3C=CC(OCC4=CC=CC=C4)=CC3=O)C=C2)C[C@@H]1C1=C(F)C=C(F)C(F)=C1,5.214670165,3.785329835,6100,1
N[C@H]1CN2C(=NC3=C2C=C(C(F)(F)F)N=C3)C[C@@H]1C1=C(F)C=C(F)C(F)=C1,4.244125144,4.755874856,57000.00004,0
N[C@H]1CN2C(=NC3=C2C=C(F)C=C3)C[C@@H]1C1=C(F)C=C(F)C(F)=C1,4.769551079,4.230448921,16999.99999,0
N[C@H]1CN2C(=NC3=C2C=C(F)N=C3)C[C@@H]1C1=C(F)C=C(F)C(F)=C1,4.091514981,4.908485019,81000.00002,0
N[C@H]1CN2C(=NC3=C2C=CC(C(F)(F)F)=C3)C[C@@H]1C1=C(F)C=C(F)C(F)=C1,5.124938737,3.875061263,7499.999993,1
N[C@H]1CN2C(=NC3=C2C=CC=N3)C[C@@H]1C1=C(F)C=C(F)C(F)=C1,4.045757491,4.954242509,89999.99991,0
N[C@H]1C[C@@H](N2CC3=CN(S(=O)(=O)C4CC4)N=C3C2)CO[C@@H]1C1=C(F)C=CC(F)=C1,4.677780705,4.322219295,21000.00001,0
N[C@H]1C[C@@H](N2CC3=NN4N=CC=NC4=C3C2)CO[C@@H]1C1=C(F)C=CC(F)=C1,4.638272164,4.361727836,23000,0
N[C@H]1CCCC[C@H]1NC1=NC(NC2=CC=CC3=C2NC=C3Cl)=C2C(=O)NC=NC2=C1,4.698970004,4.301029996,20000.00002,0
N[C@@H]1CO[C@@H]1COC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,5.48148606,3.51851394,3300.000001,1
N[C@@H]1CCC=C(C2=CC=C(F)C=C2)[C@H]1CNC1=C(Cl)C=C(S(=O)(=O)NC2=CSC=N2)C(F)=C1,5.337242168,3.662757832,4600.000003,1
N[C@@H]1CCC=C(C2=CC=C(F)C=C2)[C@H]1COC1=C(Cl)C=C(S(=O)(=O)NC2=CSC=N2)C(F)=C1,4.987162775,4.012837225,10300.00001,0
N[C@@H]1CO[C@H]1COC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,4.752026734,4.247973266,17699.99999,0
N[C@@H]1C(=O)NC[C@H]1OC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,4.399027104,4.600972896,39900.00003,0
N[C@@H]1COC[C@H]1OC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,4.946921557,4.053078443,11299.99999,0
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=C(Cl)C=NC=C3)CC2)=NN1,5.193820026,3.806179974,6400,1
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=C(F)C=CC(F)=C3)CC2)=NN1,5.468521083,3.531478917,3400,1
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=C(O)C=CC=C3)CC2)=NN1,7,2,100,1
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=CC(C(F)(F)F)=CC=C3)CC2)=NN1,5.568636236,3.431363764,2699.999999,1
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=CC(Cl)=CC=C3)CC2)=NN1,5.431798276,3.568201724,3699.999999,1
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=CC(O)=CC=C3)CC2)=NN1,6.823908741,2.176091259,150,1
NC1=NC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3=CC=C(Cl)C=C3)CC2)=NN1,6.397940009,2.602059991,399.9999997,1
NC1=NC(N2CCC(N3CC4=C(C=CC(Cl)=C4)OC[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=NN1,5.173925197,3.826074803,6700.000005,1
NC1=NC(N2CCC(N3CC4=C(C=CC(F)=C4)OC[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=NN1,5.173925197,3.826074803,6700.000005,1
NC1=NC(N2CCC(N3CC4=C(C=CC=C4)OC[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=NN1,4.657577319,4.342422681,22000.00001,0
NC1=NC(N2CCC(N3CC4=C(C=NC=C4)OC[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=NN1,4.301029996,4.698970004,49999.99996,0
NC1=NC(N2CCC(N3CC4=C(C=CN=C4)OC[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=NN1,4.769551079,4.230448921,16999.99999,0
NC1=NC2=C(N=C(NCC(F)(F)F)C=C2)N1CC(O)C1=C(Cl)C=C(Cl)C=C1,5.455931956,3.544068044,3499.999997,1
NC1=NC=CN1CC(O)C1=C(F)C=C(Cl)C=C1,4.22184875,4.77815125,59999.99995,0
NC1=C(C(=O)NC2=CC(F)=C(F)C(F)=C2)C=C(S(=O)(=O)N2CCC(O)CC2)C(F)=C1,4.962573502,4.037426498,10900,0
NC1=C(Cl)C(SC2=NC=C(N3CCC4(CCC[C@H]4N)CC3)N=C2)=CC=N1,4.924453039,4.075546961,11899.99999,0
NC1=C(NC(=O)C2=CC=C(C(=O)N3CCC4(CCCN4)CC3)C=C2)C=C(C2=CC=CC=C2)C=C1,4.906928694,4.093071306,12389.99999,0
NC1=C(NC(=O)C2=CC=C(CN3CCC4(CCCN4)CC3)C=C2)C=C(C2=C(F)C=CC=C2)C=C1,6.73754891,2.26245109,183.0000001,1
NC1=C(NC(=O)C2=CC=C(CN3CCC4(CCCN4)CC3)C=C2)C=C(C2=CC(F)=CC=C2)C=C1,6.777283529,2.222716471,166.9999999,1
NC1=C(NC(=O)C2=CC=C(CN3CCC4(CCCN4)CC3)C=C2)C=C(C2=CC=CS2)C=C1,5.796695084,3.203304916,1596.999999,1
NC1=C([C@H]2CC[C@@H](N3CC(NC(=O)CNC4=NC=NC5=CC=C(C(F)(F)F)C=C54)C3)CC2)C=CN=C1,4.337242168,4.662757832,46000.00003,0
NC1=C([C@H]2CC[C@@H](N3CC(NC(=O)CNC4=NC=NC5=CC=C(C(F)(F)F)C=C54)C3)CC2)N=CC=C1,5.080921908,3.919078092,8299.999993,1
NC1=C2C(C3=CC(OCC4=CC=CC=C4)=CC=C3)=CN([C@H]3C[C@@H](CN4CCC4)C3)C2=NC=N1,6.886056648,2.113943352,129.9999999,1
NC1=NNC(N2CCC(N(CCC3=CC=C(Cl)C=C3)C3COC3)CC2)=N1,5.356547324,3.643452676,4399.999995,1
NC1=NNC(N2CCC(N(CCC3=CC=C(Cl)C=C3)CC3CCCCO3)CC2)=N1,4.958607315,4.041392685,11000,0
NC1=NNC(N2CCC(N(CCO)CCC3=CC=C(Cl)C=C3)CC2)=N1,5.200659451,3.799340549,6299.999993,1
NC1=NNC(N2CCC(N3CCC[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=N1,5.397940009,3.602059991,3999.999997,1
NC1=NNC(N2CCC(N3C[C@@H](O)C[C@@H]3CC3=CC=C(Cl)C=C3)CC2)=N1,4.879426069,4.120573931,13199.99999,0
NC1=NC2=C(C=C1)N=CC(F)=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,8.493494968,0.506505032,3.209999997,1
NC1=NC=C(C2=CC3=C(N=C2)N=C(N2CCC(N4CCCCC4)CC2)S3)C=C1,4.711935087,4.288064913,19411.75999,0
NC1=NC=C(C2=CC3=C(N=C2)N=C(N2CCC(N4CCCCC4)CC2)S3)N=C1,4.397940009,4.602059991,39999.99997,0
NC1=NC=C(C2=NC=C3N=C(N4CCC(N5CCCCC5)CC4)SC3=C2)C=C1,3.721246399,5.278753601,190000,0
NC1=NC=C(C2=NC=C3N=C(N4CCC(N5CCCCC5)CC4)SC3=C2)N=C1,3.876615101,5.123384899,132857.1399,0
NC1=NC=CC(CN2CCC(N(C(=O)NCC3=CC=C(F)C=C3)C3=CC=C(Cl)C=C3)CC2)=C1,6.415668776,2.584331224,383.9999997,1
NC1=NC2=C(CC[C@H]2C(=O)NC2=CC=C(C[C@@H]3CC[C@H]([C@H](O)C4=CC(F)=CC=C4)N3)C=C2)S1,5.397940009,3.602059991,3999.999997,1
NC1=NC2=C(CC[C@H]2C(=O)NC2=CC=C(C[C@@H]3CC[C@H]([C@H](O)C4=CC=C(F)C=C4)N3)C=C2)S1,5.251811973,3.748188027,5600,1
NC1=NC2=C(CC[C@H]2C(=O)NC2=CC=C(C[C@@H]3CC[C@H]([C@H](O)C4=CC=CC=C4)N3)C=C2)S1,4.896196279,4.103803721,12700,0
NC1=NC2=C(CC[C@H]2C(=O)NC2=CC=C(C[C@@H]3CC[C@H]([C@H](O)C4=CN=CC=C4)N3)C=C2)S1,4.632644079,4.367355921,23300,0
NC1=NC2=C(C=C3CCN(CC4=CC(F)=CC=C4)CCC3=C2)S1,5.167491087,3.832508913,6800.000005,1
NC1=NC2=C(C=C3CCN(CC4=CC=C(F)C=C4)CCC3=C2)S1,5.443697499,3.556302501,3600.000002,1
NC1=NC2=C(C=C3CCN(CC4=CN=CC=C4)CCC3=C2)S1,4.677780705,4.322219295,21000.00001,0
NC1=NC2=C(C=C3CCN(CC4=NC=CC=C4)CCC3=C2)S1,4.886056648,4.113943352,12999.99999,0
O=C(NC1=NC=C(Cl)S1)/C(=N/N1CCCC1)C1=CC=C(S(=O)(=O)C2CC2)C=C1,4.777283529,4.222716471,16699.99999,0
O=C(NC1=NC=CS1)/C(=N/N1CCCC1)C1=CC=C(S(=O)(=O)C2CC2)C=C1,4.756961951,4.243038049,17500.00001,0
O=C(NO)C1(S(=O)(=O)C2=CC=C(OCC3=CC=C(OC(F)(F)F)C=C3)C=C2)CCC2(CCNCC2)C1,4.298432015,4.701567985,50299.99999,0
O=C(NC1=CC([C@@H](C2=CC=C(C(=O)N3CCC3)C=C2)N2CCN(CC3=CC=C(F)C=C3)CC2)=CC=C1)C1CC1,5.443697499,3.556302501,3600.000002,1
O=C(O)CC1CCC2(CC1)CCN(C1=NC=C(C3=NC4=C(C=CC(C(F)(F)F)=C4)N3)C=C1)CC2,5.26760624,3.73239376,5400.000002,1
O=C(O)C[C@H]1COC2(CCN(C3=NC=C(C4=NC5=C(C=CC(C(F)(F)F)=C5)N4)C=C3)CC2)C1,5.30980392,3.69019608,4900,1
O=C(O)C[C@@H]1COC2(CCN(C3=NC=C(C4=NC5=C(C=CC(C(F)(F)F)=C5)N4)C=C3)CC2)C1,5.356547324,3.643452676,4399.999995,1
O=C(O)CC1=CC=C(N2C=C(C3CCN(CCN4CCNC4=O)CC3)C3=CC(Cl)=CC=C32)C=C1,6.239999953,2.760000047,575.4399996,1
O=C(NCC1=CC(Cl)=CC(Cl)=C1)N(C1=CC=C(Br)C=C1)C1CCN(C2CCCC2)CC1,7.214670165,1.785329835,61,1
O=C(NCC1=CC=CC=C1)N(C1=CC=C(Br)C=C1)C1CCN(C2CCCC2)CC1,6.749579998,2.250420002,177.9999999,1
O=C(NCC1=CC=C(F)C=C1)N(C1=CC=C(Cl)C=C1)C1CCN(CCO)CC1,4.896196279,4.103803721,12700,0
